id,deskripsi
567,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 02 Feb 2026, BMKG: Sebagian Wilayah Aceh Malam Ini Diprediksi Hujan
- Menurut media CNN Indonesia, pada 02 Feb 2026, Prediksi Cuaca Jakarta dan Sekitarnya Hari Ini, Waspada Cuaca Ekstrem
- Menurut media ANTARA News Megapolitan, pada 02 Feb 2026, 19 rumah warga rusak akibat hujan dan angin kencang di Makassar
- Menurut media RRI.co.id, pada 02 Feb 2026, KP2C Menilai OMC Dapat Membantu Mengurangi Risiko Bencana
- Menurut media RRI.co.id, pada 29 Jan 2026, BPBD Talaud Imbau Masyarakat Waspada Guaca Ekstrim
- Menurut media Kaltim Post, pada 01 Feb 2026, BMKG Kaltim Warning Cuaca Ekstrem Awal Februari 2026: Berikut yang Harus Diwaspadai
- Menurut media BisnisUpdate.com, pada 01 Feb 2026, BNPB Tangani Cepat Rangkaian Bencana dalam Dua Hari"
568,"Terjadi peristiwa:
- Menurut media Qoo10.co.id, pada 05 Feb 2026, Hujan Dominasi Jawa Tengah 4-5 Feb 2026, Waspada Petir di Wilayah Banyumas & Cilacap"
569,"Berdekatan dengan hari besar:
- Lunar New Year (estimated) (17-02-2026)

Terjadi peristiwa:
- Menurut media RRI.co.id, pada 09 Feb 2026, BMKG: Waspada, Aceh Malam Ini Kembali Diguyur Hujan
- Menurut media AsatuNews.co.id, pada 12 Feb 2026, Longsor dan Banjir Landa Tasikmalaya, Puluhan Warga Mengungsi
- Menurut media HarianBasis.co, pada 12 Feb 2026, Longsor dan Banjir Landa Tasikmalaya, Puluhan Warga Mengungsi
- Menurut media Beritajateng.tv, pada 10 Feb 2026, Prakiraan Cuaca Semarang Hujan Sedang dan Jateng Selasa 10 Februari 2026"
570,"Berdekatan dengan hari besar:
- Lunar New Year (estimated) (17-02-2026)

Terjadi peristiwa:
- Menurut media Nusa Daily, pada 23 Feb 2026, Awas! BMKG Peringatkan Malang Raya dan Jatim Waspada Cuaca Ekstrem
- Menurut media Sinergia Mediatama, pada 19 Feb 2026, Waspada Cuaca Ekstrem di Madiun, Sejumlah Rumah Rusak Diterjang Hujan dan Angin Kencang
- Menurut media RRI.co.id, pada 16 Feb 2026, Cuaca Ekstrim Harga Cabai Melonjak Rp 45.000/Kg
- Menurut media Beritajateng.tv, pada 24 Feb 2026, Kamis Berpotensi Diguyur Hujan Lebat, BMKG Imbau Masyarakat Tingkatkan Kewaspadaan
- Menurut media Qoo10.co.id, pada 23 Feb 2026, Waspada Sirkulasi Siklonik Picu Hujan Lebat Berpotensi Terjang Jawa Bali Hingga NTT Hari Ini
- Menurut media Jatim Hari Ini, pada 25 Feb 2026, Pohon Besar Tumbang Tutup Jalur Ranupani-Malang, Akses Sempat Lumpuh Total
- Menurut media VIVA Banyuwangi, pada 23 Feb 2026, Cuaca Ekstrem, KAI Daop 9 Jember Perkuat Infrastruktur dan Siagakan Petugas Ekstra
- Menurut media Beritajateng.tv, pada 22 Feb 2026, Cuaca Minggu 22 Februari 2026: Waspada Hujan Lebat dan Petir di Sejumlah Wilayah
- Menurut media Head Topics, pada 21 Feb 2026, Mengapa Cuaca Ekstrem Kembali Melanda Sejumlah Wilayah?
- Menurut media Beritajateng.tv, pada 20 Feb 2026, Cuaca Jumat, 20 Februari 2026: BMKG Peringatkan Potensi Hujan Lebat di Sejumlah Wilayah
- Menurut media Beritajateng.tv, pada 19 Feb 2026, Prakiraan Cuaca 19 Februari 2026 : Waspada Cuaca Ekstrem Jawa Tengah di Wilayah Muria
- Menurut media Beritajateng.tv, pada 24 Feb 2026, Waspada Hujan Lebat, BMKG Rilis Prakiraan Cuaca Rabu 25 Februari 2026
- Menurut media Beritajateng.tv, pada 24 Feb 2026, Cuaca Indonesia 24 Februari 2026: Sejumlah Wilayah Berpotensi Hujan Lebat hingga Petir"
571,"Berdekatan dengan hari besar:
- New Year's Day (01-01-2026)

Terjadi peristiwa:
- Menurut media MetroTVNews.com, pada 05 Jan 2026, Waspada Cuaca Ekstrem, BMKG Beri Peringatan Hingga 8 Januari 2026
- Menurut media HARIAN DISWAY, pada 02 Jan 2026, Sepekan Cuaca Ekstrem di Jatim, Berlaku di 38 Kabupaten Kota
- Menurut media Kompas.com, pada 08 Jan 2026, BMKG Beri Peringatan Dini Cuaca Ekstrem 8 Januari 2026: Daftar Wilayah Berpotensi Hujan Lebat
- Menurut media beritajatim.com, pada 02 Jan 2026, Siklon Tropis IGGY Menjauh dari Pacitan, BPBD Ingatkan Potensi Hujan Lebat dan Gelombang Tinggi
- Menurut media CNN Indonesia, pada 02 Jan 2026, Prediksi Cuaca Awal Tahun 2026
- Menurut media RRI.co.id, pada 03 Jan 2026, BMKG Imbau Dampak Siklon Tropis IGGY
- Menurut media Liputan6.com, pada 05 Jan 2026, Terdampak Bencana, Aceh Alami Inflasi Tertinggi Nasional Tembus 3,60%
- Menurut media Liputan6.com, pada 08 Jan 2026, Wamendagri Akhmad Wiyagus Apresiasi Penanganan Banjir Bandang Sitaro
- Menurut media AtlasNews.ID, pada 06 Jan 2026, Cuaca Ekstrem Bakal Melanda Wilayah NTT Selama 8 Hari, BMKG Imbau Warga Waspada!"
572,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (estimated) (16-01-2026)

Terjadi peristiwa:
- Menurut media Kompas.tv, pada 12 Jan 2026, BMKG Peringatkan Cuaca Ekstrem di Jawa Timur 12-20 Januari 2026, Ini Wilayah yang Harus Waspada"
573,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (estimated) (16-01-2026)"
574,"Berdekatan dengan hari besar:
- Isra' and Mi'raj (estimated) (16-01-2026)

Terjadi peristiwa:
- Menurut media Tugu Malang ID, pada 24 Jan 2026, Cuaca Ekstrem Akan Melanda Malang hingga Akhir Januari 2026
- Menurut media SinPo.id, pada 25 Jan 2026, BMKG Peringatkan Cuaca Ekstrem Akhir Pekan di Jakarta dan Sejumlah Wilayah
- Menurut media Bloomberg Technoz, pada 23 Jan 2026, Penyebab Cuaca Ekstrem yang Mengintai RI Sepekan ke Depan
- Menurut media ANTARA News, pada 23 Jan 2026, Waspadai hujan lebat hingga ekstrem di sebagian besar RI pada Jumat
- Menurut media Radar Mojokerto, pada 23 Jan 2026, BMKG Peringatkan Cuaca Ekstrem di Sejumlah Wilayah, Ini Prediksi Daerah yang Terdampak, Penyebab, Dampak, dan Langkah Antisipasinya!
- Menurut media CNN Indonesia, pada 23 Jan 2026, Ada Bibit Siklon-Monsun Asia, Cuaca Ekstrem Intai RI Sepekan ke Depan
- Menurut media BeritaSatu.com, pada 23 Jan 2026, Cuaca Ekstrem, Pemprov Jakarta Imbau Perusahaan Terapkan WFH
- Menurut media Gemarnews, pada 24 Jan 2026, Tim SAR Batalyon B Pelopor Sat Brimob Polda Jabar Evakuasi Pohon Tumbang Akibat Cuaca Ekstrim di Lembang.
- Menurut media ANTARA News, pada 24 Jan 2026, BMKG beber penyebab angin kencang yang melanda wilayah Malang"
575,"Terjadi peristiwa:
- Menurut media beritabuana.co, pada 27 Jan 2026, Waspada dan Siaga! BMKG Ingatkan Potensi Cuaca Ekstrem Picu Banjir Bandang dan Longsor
- Menurut media Kompas.tv, pada 27 Jan 2026, Peringatan Dini BMKG 28-29 Januari 2026: Hujan Lebat Mengintai, Sejumlah Wilayah Siaga"
576,"Terjadi peristiwa:
- Menurut media RRI.co.id, pada 29 Jan 2026, BPBD Talaud Imbau Masyarakat Waspada Guaca Ekstrim"
577,"Terjadi peristiwa:
- Menurut media CNN Indonesia, pada 02 Feb 2026, Prediksi Cuaca Jakarta dan Sekitarnya Hari Ini, Waspada Cuaca Ekstrem
- Menurut media ANTARA News Megapolitan, pada 02 Feb 2026, 19 rumah warga rusak akibat hujan dan angin kencang di Makassar"
578,Tidak ditemukan peristiwa dalam periode tersebut.
579,"Terjadi peristiwa:
- Menurut media Siaga Indonesia, pada 06 Feb 2026, Wali Kota Eri Imbau Warga Siaga Hadapi Cuaca Ekstrim, Komisi A: CC Room dan Call Centre 112 Harus Standby 24 Jam"
580,"Berdekatan dengan hari besar:
- Lunar New Year (estimated) (17-02-2026)"
581,"Berdekatan dengan hari besar:
- Lunar New Year (estimated) (17-02-2026)

Terjadi peristiwa:
- Menurut media Nusa Daily, pada 23 Feb 2026, Awas! BMKG Peringatkan Malang Raya dan Jatim Waspada Cuaca Ekstrem
- Menurut media Sinergia Mediatama, pada 19 Feb 2026, Waspada Cuaca Ekstrem di Madiun, Sejumlah Rumah Rusak Diterjang Hujan dan Angin Kencang
- Menurut media RRI.co.id, pada 16 Feb 2026, Cuaca Ekstrim Harga Cabai Melonjak Rp 45.000/Kg
- Menurut media Beritajateng.tv, pada 24 Feb 2026, Kamis Berpotensi Diguyur Hujan Lebat, BMKG Imbau Masyarakat Tingkatkan Kewaspadaan
- Menurut media Qoo10.co.id, pada 23 Feb 2026, Waspada Sirkulasi Siklonik Picu Hujan Lebat Berpotensi Terjang Jawa Bali Hingga NTT Hari Ini
- Menurut media Jatim Hari Ini, pada 25 Feb 2026, Pohon Besar Tumbang Tutup Jalur Ranupani-Malang, Akses Sempat Lumpuh Total
- Menurut media VIVA Banyuwangi, pada 23 Feb 2026, Cuaca Ekstrem, KAI Daop 9 Jember Perkuat Infrastruktur dan Siagakan Petugas Ekstra
- Menurut media Beritajateng.tv, pada 22 Feb 2026, Cuaca Minggu 22 Februari 2026: Waspada Hujan Lebat dan Petir di Sejumlah Wilayah
- Menurut media Head Topics, pada 21 Feb 2026, Mengapa Cuaca Ekstrem Kembali Melanda Sejumlah Wilayah?
- Menurut media Beritajateng.tv, pada 20 Feb 2026, Cuaca Jumat, 20 Februari 2026: BMKG Peringatkan Potensi Hujan Lebat di Sejumlah Wilayah
- Menurut media Beritajateng.tv, pada 19 Feb 2026, Prakiraan Cuaca 19 Februari 2026 : Waspada Cuaca Ekstrem Jawa Tengah di Wilayah Muria
- Menurut media Beritajateng.tv, pada 24 Feb 2026, Waspada Hujan Lebat, BMKG Rilis Prakiraan Cuaca Rabu 25 Februari 2026
- Menurut media Beritajateng.tv, pada 24 Feb 2026, Cuaca Indonesia 24 Februari 2026: Sejumlah Wilayah Berpotensi Hujan Lebat hingga Petir"
